Year,Site,Transect,Plot,Plant_ID,PlotSlope,Prev_year_precip,Change_TotalCulms,Change_ReproductiveCulms,Change_BGDensity,Change_BGCover,Change_ShrubCover,Change_HerbCover,Init_BGDensity,Init_BGCover,Init_ShrubCover,Init_HerbCover
2022,ApachePeak,85,439,827,20.6,265.35,-23,60,-0.75,10,2,1,4.4375,70,13,0
2023,ApachePeak,85,439,827,20.6,239.64,91,10,-0.125,-35,10,-1,4.4375,70,13,0
2022,ApachePeak,85,439,828,20.6,265.35,-35,-6,-0.75,10,2,1,4.4375,70,13,0
2023,ApachePeak,85,439,828,20.6,239.64,0,0,-0.125,-35,10,-1,4.4375,70,13,0
2022,ApachePeak,85,439,829,20.6,265.35,-83,-29,-0.75,10,2,1,4.4375,70,13,0
2023,ApachePeak,85,439,829,20.6,239.64,6,2,-0.125,-35,10,-1,4.4375,70,13,0
2022,ApachePeak,85,439,830,20.6,265.35,9,19,-0.75,10,2,1,4.4375,70,13,0
2023,ApachePeak,85,439,830,20.6,239.64,64,23,-0.125,-35,10,-1,4.4375,70,13,0
2022,ApachePeak,85,439,831,20.6,265.35,-6,-1,-0.75,10,2,1,4.4375,70,13,0
2023,ApachePeak,85,439,831,20.6,239.64,0,2,-0.125,-35,10,-1,4.4375,70,13,0
2022,ApachePeak,85,439,832,20.6,265.35,-47,5,-0.75,10,2,1,4.4375,70,13,0
2023,ApachePeak,85,439,832,20.6,239.64,70,10,-0.125,-35,10,-1,4.4375,70,13,0
2022,ApachePeak,83,435,833,20.8,263.85,-5,0,3.4375,5,-5,22.5,6.6875,25,22,8
2023,ApachePeak,83,435,833,20.8,238.46,37,15,-8,-7,1,-30,6.6875,25,22,8
2022,ApachePeak,83,435,834,20.8,263.85,26,24,3.4375,5,-5,22.5,6.6875,25,22,8
2023,ApachePeak,83,435,834,20.8,238.46,26,-3,-8,-7,1,-30,6.6875,25,22,8
2022,ApachePeak,83,435,835,20.8,263.85,36,-6,3.4375,5,-5,22.5,6.6875,25,22,8
2023,ApachePeak,83,435,835,20.8,238.46,58,22,-8,-7,1,-30,6.6875,25,22,8
2022,ApachePeak,83,435,836,20.8,263.85,18,15,3.4375,5,-5,22.5,6.6875,25,22,8
2023,ApachePeak,83,435,836,20.8,238.46,88,21,-8,-7,1,-30,6.6875,25,22,8
2022,ApachePeak,83,435,837,20.8,263.85,35,22,3.4375,5,-5,22.5,6.6875,25,22,8
2023,ApachePeak,83,435,837,20.8,238.46,55,28,-8,-7,1,-30,6.6875,25,22,8
2022,ApachePeak,83,435,838,20.8,263.85,-2,0,3.4375,5,-5,22.5,6.6875,25,22,8
2023,ApachePeak,83,435,838,20.8,238.46,41,11,-8,-7,1,-30,6.6875,25,22,8
2022,ApachePeak,83,435,839,20.8,263.85,72,62,3.4375,5,-5,22.5,6.6875,25,22,8
2023,ApachePeak,83,435,839,20.8,238.46,114,14,-8,-7,1,-30,6.6875,25,22,8
2022,ApachePeak,83,435,840,20.8,263.85,8,-1,3.4375,5,-5,22.5,6.6875,25,22,8
2023,ApachePeak,83,435,840,20.8,238.46,45,10,-8,-7,1,-30,6.6875,25,22,8
2022,ApachePeak,83,435,841,20.8,263.85,16,22,3.4375,5,-5,22.5,6.6875,25,22,8
2023,ApachePeak,83,435,841,20.8,238.46,40,18,-8,-7,1,-30,6.6875,25,22,8
2022,ApachePeak,83,435,842,20.8,263.85,29,25,3.4375,5,-5,22.5,6.6875,25,22,8
2023,ApachePeak,83,435,842,20.8,238.46,69,8,-8,-7,1,-30,6.6875,25,22,8
2022,ApachePeak,83,434,843,21.2,263.85,24,10,3.375,-3,-7,23,5.75,20,15,12
2023,ApachePeak,83,434,843,21.2,238.46,45,16,-6.0625,8,17,-28,5.75,20,15,12
2022,ApachePeak,83,434,844,21.2,263.85,32,17,3.375,-3,-7,23,5.75,20,15,12
2023,ApachePeak,83,434,844,21.2,238.46,29,7,-6.0625,8,17,-28,5.75,20,15,12
2022,ApachePeak,83,434,845,21.2,263.85,-7,-2,3.375,-3,-7,23,5.75,20,15,12
2023,ApachePeak,83,434,845,21.2,238.46,2,1,-6.0625,8,17,-28,5.75,20,15,12
2022,ApachePeak,83,434,846,21.2,263.85,-7,-1,3.375,-3,-7,23,5.75,20,15,12
2023,ApachePeak,83,434,846,21.2,238.46,-3,0,-6.0625,8,17,-28,5.75,20,15,12
2022,ApachePeak,83,434,847,21.2,263.85,18,20,3.375,-3,-7,23,5.75,20,15,12
2023,ApachePeak,83,434,847,21.2,238.46,33,7,-6.0625,8,17,-28,5.75,20,15,12
2022,ApachePeak,83,434,848,21.2,263.85,18,20,3.375,-3,-7,23,5.75,20,15,12
2023,ApachePeak,83,434,848,21.2,238.46,80,20,-6.0625,8,17,-28,5.75,20,15,12
2022,ApachePeak,83,434,849,21.2,263.85,13,3,3.375,-3,-7,23,5.75,20,15,12
2023,ApachePeak,83,434,849,21.2,238.46,49,21,-6.0625,8,17,-28,5.75,20,15,12
2022,ApachePeak,83,434,850,21.2,263.85,31,18,3.375,-3,-7,23,5.75,20,15,12
2023,ApachePeak,83,434,850,21.2,238.46,80,23,-6.0625,8,17,-28,5.75,20,15,12
2022,ApachePeak,83,434,851,21.2,263.85,-19,-6,3.375,-3,-7,23,5.75,20,15,12
2023,ApachePeak,83,434,851,21.2,238.46,16,6,-6.0625,8,17,-28,5.75,20,15,12
2022,ApachePeak,83,434,852,21.2,263.85,25,11,3.375,-3,-7,23,5.75,20,15,12
2023,ApachePeak,83,434,852,21.2,238.46,48,21,-6.0625,8,17,-28,5.75,20,15,12
2022,ApachePeak,83,433,853,20.8,263.85,24,6,1.875,18,-6,4,5.25,22,10,7
2023,ApachePeak,83,433,853,20.8,238.46,47,22,-4.625,-15,6,-10,5.25,22,10,7
2022,ApachePeak,83,433,854,20.8,263.85,-11,-2,1.875,18,-6,4,5.25,22,10,7
2023,ApachePeak,83,433,854,20.8,238.46,95,29,-4.625,-15,6,-10,5.25,22,10,7
2022,ApachePeak,83,433,855,20.8,263.85,6,5,1.875,18,-6,4,5.25,22,10,7
2023,ApachePeak,83,433,855,20.8,238.46,34,10,-4.625,-15,6,-10,5.25,22,10,7
2022,ApachePeak,83,433,856,20.8,263.85,32,27,1.875,18,-6,4,5.25,22,10,7
2023,ApachePeak,83,433,856,20.8,238.46,57,7,-4.625,-15,6,-10,5.25,22,10,7
2022,ApachePeak,83,433,857,20.8,263.85,20,3,1.875,18,-6,4,5.25,22,10,7
2023,ApachePeak,83,433,857,20.8,238.46,29,12,-4.625,-15,6,-10,5.25,22,10,7
2022,ApachePeak,83,433,858,20.8,263.85,0,-5,1.875,18,-6,4,5.25,22,10,7
2023,ApachePeak,83,433,858,20.8,238.46,143,38,-4.625,-15,6,-10,5.25,22,10,7
2022,ApachePeak,83,433,859,20.8,263.85,-8,0,1.875,18,-6,4,5.25,22,10,7
2023,ApachePeak,83,433,859,20.8,238.46,21,3,-4.625,-15,6,-10,5.25,22,10,7
2022,ApachePeak,83,433,860,20.8,263.85,-6,18,1.875,18,-6,4,5.25,22,10,7
2023,ApachePeak,83,433,860,20.8,238.46,70,12,-4.625,-15,6,-10,5.25,22,10,7
2022,ApachePeak,83,433,861,20.8,263.85,31,39,1.875,18,-6,4,5.25,22,10,7
2023,ApachePeak,83,433,861,20.8,238.46,137,19,-4.625,-15,6,-10,5.25,22,10,7
2022,ApachePeak,83,433,862,20.8,263.85,5,8,1.875,18,-6,4,5.25,22,10,7
2023,ApachePeak,83,433,862,20.8,238.46,30,5,-4.625,-15,6,-10,5.25,22,10,7
2022,ApachePeak,82,431,863,8.8,265.65,18,11,-1,9,-8,8,6.75,18,18,6
2023,ApachePeak,82,431,863,8.8,238.71,61,11,-2.875,-5,-2,-12,6.75,18,18,6
2022,ApachePeak,82,431,864,8.8,265.65,7,14,-1,9,-8,8,6.75,18,18,6
2023,ApachePeak,82,431,864,8.8,238.71,44,11,-2.875,-5,-2,-12,6.75,18,18,6
2022,ApachePeak,82,431,865,8.8,265.65,0,16,-1,9,-8,8,6.75,18,18,6
2023,ApachePeak,82,431,865,8.8,238.71,45,-9,-2.875,-5,-2,-12,6.75,18,18,6
2022,ApachePeak,82,431,866,8.8,265.65,20,22,-1,9,-8,8,6.75,18,18,6
2023,ApachePeak,82,431,866,8.8,238.71,41,3,-2.875,-5,-2,-12,6.75,18,18,6
2022,ApachePeak,82,431,867,8.8,265.65,36,21,-1,9,-8,8,6.75,18,18,6
2023,ApachePeak,82,431,867,8.8,238.71,36,6,-2.875,-5,-2,-12,6.75,18,18,6
2022,ApachePeak,82,431,868,8.8,265.65,36,37,-1,9,-8,8,6.75,18,18,6
2023,ApachePeak,82,431,868,8.8,238.71,60,10,-2.875,-5,-2,-12,6.75,18,18,6
2022,ApachePeak,82,431,869,8.8,265.65,30,20,-1,9,-8,8,6.75,18,18,6
2023,ApachePeak,82,431,869,8.8,238.71,60,4,-2.875,-5,-2,-12,6.75,18,18,6
2022,ApachePeak,82,431,870,8.8,265.65,-2,14,-1,9,-8,8,6.75,18,18,6
2023,ApachePeak,82,431,870,8.8,238.71,69,18,-2.875,-5,-2,-12,6.75,18,18,6
2022,ApachePeak,82,431,871,8.8,265.65,21,28,-1,9,-8,8,6.75,18,18,6
2023,ApachePeak,82,431,871,8.8,238.71,52,-1,-2.875,-5,-2,-12,6.75,18,18,6
2022,ApachePeak,82,431,872,8.8,265.65,2,3,-1,9,-8,8,6.75,18,18,6
2023,ApachePeak,82,431,872,8.8,238.71,-1,-1,-2.875,-5,-2,-12,6.75,18,18,6
2022,ApachePeak,82,432,873,9.4,265.65,27,22,-4.625,-6,-10,4,6.75,18,18,6
2023,ApachePeak,82,432,873,9.4,238.71,35,3,-0.625,3,17,-9.5,6.75,18,18,6
2022,ApachePeak,82,432,875,9.4,265.65,13,14,-4.625,-6,-10,4,6.75,18,18,6
2023,ApachePeak,82,432,875,9.4,238.71,8,-3,-0.625,3,17,-9.5,6.75,18,18,6
2022,ApachePeak,82,432,879,9.4,265.65,26,24,-4.625,-6,-10,4,6.75,18,18,6
2023,ApachePeak,82,432,879,9.4,238.71,36,-3,-0.625,3,17,-9.5,6.75,18,18,6
2022,ApachePeak,82,432,880,9.4,265.65,36,24,-4.625,-6,-10,4,6.75,18,18,6
2023,ApachePeak,82,432,880,9.4,238.71,47,8,-0.625,3,17,-9.5,6.75,18,18,6
2022,ApachePeak,82,432,881,9.4,265.65,13,14,-4.625,-6,-10,4,6.75,18,18,6
2023,ApachePeak,82,432,881,9.4,238.71,38,2,-0.625,3,17,-9.5,6.75,18,18,6
2022,ApachePeak,82,432,882,9.4,265.65,31,46,-4.625,-6,-10,4,6.75,18,18,6
2023,ApachePeak,82,432,882,9.4,238.71,65,-3,-0.625,3,17,-9.5,6.75,18,18,6
2022,ApachePeak,82,430,883,4.2,265.65,5,3,-5.1875,-2,-15,3,8.6875,12,25,5
2023,ApachePeak,82,430,883,4.2,238.71,-5,-2,-1.875,5,2,-5,8.6875,12,25,5
2022,ApachePeak,82,430,884,4.2,265.65,14,7,-5.1875,-2,-15,3,8.6875,12,25,5
2023,ApachePeak,82,430,884,4.2,238.71,22,3,-1.875,5,2,-5,8.6875,12,25,5
2022,ApachePeak,82,430,885,4.2,265.65,-9,0,-5.1875,-2,-15,3,8.6875,12,25,5
2023,ApachePeak,82,430,885,4.2,238.71,42,9,-1.875,5,2,-5,8.6875,12,25,5
2022,ApachePeak,82,430,886,4.2,265.65,15,10,-5.1875,-2,-15,3,8.6875,12,25,5
2023,ApachePeak,82,430,886,4.2,238.71,26,7,-1.875,5,2,-5,8.6875,12,25,5
2022,ApachePeak,82,430,887,4.2,265.65,17,21,-5.1875,-2,-15,3,8.6875,12,25,5
2023,ApachePeak,82,430,887,4.2,238.71,52,0,-1.875,5,2,-5,8.6875,12,25,5
2022,ApachePeak,82,430,888,4.2,265.65,9,7,-5.1875,-2,-15,3,8.6875,12,25,5
2023,ApachePeak,82,430,888,4.2,238.71,42,20,-1.875,5,2,-5,8.6875,12,25,5
2022,ApachePeak,82,430,889,4.2,265.65,12,7,-5.1875,-2,-15,3,8.6875,12,25,5
2023,ApachePeak,82,430,889,4.2,238.71,9,-5,-1.875,5,2,-5,8.6875,12,25,5
2022,ApachePeak,82,430,890,4.2,265.65,6,6,-5.1875,-2,-15,3,8.6875,12,25,5
2023,ApachePeak,82,430,890,4.2,238.71,20,4,-1.875,5,2,-5,8.6875,12,25,5
2022,ApachePeak,82,430,891,4.2,265.65,-3,0,-5.1875,-2,-15,3,8.6875,12,25,5
2023,ApachePeak,82,430,891,4.2,238.71,0,0,-1.875,5,2,-5,8.6875,12,25,5
2022,ApachePeak,82,430,892,4.2,265.65,14,10,-5.1875,-2,-15,3,8.6875,12,25,5
2023,ApachePeak,82,430,892,4.2,238.71,15,-1,-1.875,5,2,-5,8.6875,12,25,5
2022,ApachePeak,84,436,893,25.8,263.63,38,25,0.4375,15,-3,2,3.1875,10,8,10
2023,ApachePeak,84,436,893,25.8,238.8,67,15,-2.25,20,8,-7,3.1875,10,8,10
2022,ApachePeak,84,436,894,25.8,263.63,27,32,0.4375,15,-3,2,3.1875,10,8,10
2023,ApachePeak,84,436,894,25.8,238.8,71,-1,-2.25,20,8,-7,3.1875,10,8,10
2022,ApachePeak,84,436,895,25.8,263.63,76,45,0.4375,15,-3,2,3.1875,10,8,10
2023,ApachePeak,84,436,895,25.8,238.8,74,16,-2.25,20,8,-7,3.1875,10,8,10
2022,ApachePeak,84,436,896,25.8,263.63,29,22,0.4375,15,-3,2,3.1875,10,8,10
2023,ApachePeak,84,436,896,25.8,238.8,65,15,-2.25,20,8,-7,3.1875,10,8,10
2022,ApachePeak,84,436,897,25.8,263.63,10,6,0.4375,15,-3,2,3.1875,10,8,10
2023,ApachePeak,84,436,897,25.8,238.8,19,2,-2.25,20,8,-7,3.1875,10,8,10
2022,ApachePeak,84,436,898,25.8,263.63,44,28,0.4375,15,-3,2,3.1875,10,8,10
2023,ApachePeak,84,436,898,25.8,238.8,64,19,-2.25,20,8,-7,3.1875,10,8,10
2022,ApachePeak,84,436,899,25.8,263.63,120,51,0.4375,15,-3,2,3.1875,10,8,10
2023,ApachePeak,84,436,899,25.8,238.8,136,65,-2.25,20,8,-7,3.1875,10,8,10
2022,ApachePeak,84,436,900,25.8,263.63,-24,-17,0.4375,15,-3,2,3.1875,10,8,10
2023,ApachePeak,84,436,900,25.8,238.8,108,39,-2.25,20,8,-7,3.1875,10,8,10
2022,ApachePeak,84,436,901,25.8,263.63,45,13,0.4375,15,-3,2,3.1875,10,8,10
2023,ApachePeak,84,436,901,25.8,238.8,64,26,-2.25,20,8,-7,3.1875,10,8,10
2022,ApachePeak,84,436,902,25.8,263.63,50,43,0.4375,15,-3,2,3.1875,10,8,10
2023,ApachePeak,84,436,902,25.8,238.8,143,35,-2.25,20,8,-7,3.1875,10,8,10
2022,ApachePeak,84,438,903,22.6,263.63,22,11,0.1875,8,-7,0.5,7.5,25,18,3.5
2023,ApachePeak,84,438,903,22.6,238.8,96,35,-4.625,17,9,-2,7.5,25,18,3.5
2022,ApachePeak,84,438,904,22.6,263.63,63,12,0.1875,8,-7,0.5,7.5,25,18,3.5
2023,ApachePeak,84,438,904,22.6,238.8,25,27,-4.625,17,9,-2,7.5,25,18,3.5
2022,ApachePeak,84,438,905,22.6,263.63,27,-5,0.1875,8,-7,0.5,7.5,25,18,3.5
2023,ApachePeak,84,438,905,22.6,238.8,62,43,-4.625,17,9,-2,7.5,25,18,3.5
2022,ApachePeak,84,438,906,22.6,263.63,36,8,0.1875,8,-7,0.5,7.5,25,18,3.5
2023,ApachePeak,84,438,906,22.6,238.8,16,19,-4.625,17,9,-2,7.5,25,18,3.5
2022,ApachePeak,84,438,907,22.6,263.63,63,24,0.1875,8,-7,0.5,7.5,25,18,3.5
2023,ApachePeak,84,438,907,22.6,238.8,94,32,-4.625,17,9,-2,7.5,25,18,3.5
2022,ApachePeak,84,438,908,22.6,263.63,13,4,0.1875,8,-7,0.5,7.5,25,18,3.5
2023,ApachePeak,84,438,908,22.6,238.8,56,27,-4.625,17,9,-2,7.5,25,18,3.5
2022,ApachePeak,84,438,909,22.6,263.63,10,-1,0.1875,8,-7,0.5,7.5,25,18,3.5
2023,ApachePeak,84,438,909,22.6,238.8,43,27,-4.625,17,9,-2,7.5,25,18,3.5
2022,ApachePeak,84,438,910,22.6,263.63,70,41,0.1875,8,-7,0.5,7.5,25,18,3.5
2023,ApachePeak,84,438,910,22.6,238.8,58,9,-4.625,17,9,-2,7.5,25,18,3.5
2022,ApachePeak,84,438,911,22.6,263.63,53,23,0.1875,8,-7,0.5,7.5,25,18,3.5
2023,ApachePeak,84,438,911,22.6,238.8,30,5,-4.625,17,9,-2,7.5,25,18,3.5
2022,ApachePeak,84,438,912,22.6,263.63,41,22,0.1875,8,-7,0.5,7.5,25,18,3.5
2023,ApachePeak,84,438,912,22.6,238.8,86,33,-4.625,17,9,-2,7.5,25,18,3.5
2022,ApachePeak,84,437,913,23.4,263.63,49,18,0.0625,13,-4,-4.5,4.8125,25,18,9
2023,ApachePeak,84,437,913,23.4,238.8,78,40,-2.0625,2,21,-2.5,4.8125,25,18,9
2022,ApachePeak,84,437,914,23.4,263.63,31,26,0.0625,13,-4,-4.5,4.8125,25,18,9
2023,ApachePeak,84,437,914,23.4,238.8,83,19,-2.0625,2,21,-2.5,4.8125,25,18,9
2022,ApachePeak,84,437,915,23.4,263.63,31,7,0.0625,13,-4,-4.5,4.8125,25,18,9
2023,ApachePeak,84,437,915,23.4,238.8,63,25,-2.0625,2,21,-2.5,4.8125,25,18,9
2022,ApachePeak,84,437,916,23.4,263.63,20,40,0.0625,13,-4,-4.5,4.8125,25,18,9
2023,ApachePeak,84,437,916,23.4,238.8,106,15,-2.0625,2,21,-2.5,4.8125,25,18,9
2022,ApachePeak,84,437,917,23.4,263.63,10,1,0.0625,13,-4,-4.5,4.8125,25,18,9
2023,ApachePeak,84,437,917,23.4,238.8,21,15,-2.0625,2,21,-2.5,4.8125,25,18,9
2022,ApachePeak,84,437,918,23.4,263.63,7,28,0.0625,13,-4,-4.5,4.8125,25,18,9
2023,ApachePeak,84,437,918,23.4,238.8,73,17,-2.0625,2,21,-2.5,4.8125,25,18,9
2022,ApachePeak,84,437,919,23.4,263.63,7,2,0.0625,13,-4,-4.5,4.8125,25,18,9
2023,ApachePeak,84,437,919,23.4,238.8,12,7,-2.0625,2,21,-2.5,4.8125,25,18,9
2022,ApachePeak,84,437,920,23.4,263.63,4,6,0.0625,13,-4,-4.5,4.8125,25,18,9
2023,ApachePeak,84,437,920,23.4,238.8,3,-4,-2.0625,2,21,-2.5,4.8125,25,18,9
2022,ApachePeak,84,437,921,23.4,263.63,74,25,0.0625,13,-4,-4.5,4.8125,25,18,9
2023,ApachePeak,84,437,921,23.4,238.8,56,24,-2.0625,2,21,-2.5,4.8125,25,18,9
2022,ApachePeak,84,437,922,23.4,263.63,17,6,0.0625,13,-4,-4.5,4.8125,25,18,9
2023,ApachePeak,84,437,922,23.4,238.8,22,12,-2.0625,2,21,-2.5,4.8125,25,18,9
2022,ApachePeak,80,428,923,21,265.61,13,16,4.375,10,-5,7,6.5625,20,13,4
2023,ApachePeak,80,428,923,21,238.66,60,17,-8.6875,7,15,-7,6.5625,20,13,4
2022,ApachePeak,80,428,924,21,265.61,25,27,4.375,10,-5,7,6.5625,20,13,4
2023,ApachePeak,80,428,924,21,238.66,69,6,-8.6875,7,15,-7,6.5625,20,13,4
2022,ApachePeak,80,428,925,21,265.61,25,19,4.375,10,-5,7,6.5625,20,13,4
2023,ApachePeak,80,428,925,21,238.66,102,36,-8.6875,7,15,-7,6.5625,20,13,4
2022,ApachePeak,80,428,926,21,265.61,0,12,4.375,10,-5,7,6.5625,20,13,4
2023,ApachePeak,80,428,926,21,238.66,110,26,-8.6875,7,15,-7,6.5625,20,13,4
2022,ApachePeak,80,428,927,21,265.61,94,57,4.375,10,-5,7,6.5625,20,13,4
2023,ApachePeak,80,428,927,21,238.66,191,66,-8.6875,7,15,-7,6.5625,20,13,4
2022,ApachePeak,80,428,928,21,265.61,6,10,4.375,10,-5,7,6.5625,20,13,4
2023,ApachePeak,80,428,928,21,238.66,50,11,-8.6875,7,15,-7,6.5625,20,13,4
2022,ApachePeak,80,428,929,21,265.61,27,26,4.375,10,-5,7,6.5625,20,13,4
2023,ApachePeak,80,428,929,21,238.66,52,6,-8.6875,7,15,-7,6.5625,20,13,4
2022,ApachePeak,80,428,930,21,265.61,22,19,4.375,10,-5,7,6.5625,20,13,4
2023,ApachePeak,80,428,930,21,238.66,89,23,-8.6875,7,15,-7,6.5625,20,13,4
2022,ApachePeak,80,428,931,21,265.61,-7,21,4.375,10,-5,7,6.5625,20,13,4
2023,ApachePeak,80,428,931,21,238.66,130,30,-8.6875,7,15,-7,6.5625,20,13,4
2022,ApachePeak,80,428,932,21,265.61,2,5,4.375,10,-5,7,6.5625,20,13,4
2023,ApachePeak,80,428,932,21,238.66,41,9,-8.6875,7,15,-7,6.5625,20,13,4
2022,ApachePeak,80,429,933,20,265.61,-4,19,4.9375,-3,-6,6,4.625,18,10,5
2023,ApachePeak,80,429,933,20,238.66,34,3,-7.0625,10,14,-7,4.625,18,10,5
2022,ApachePeak,80,429,934,20,265.61,5,13,4.9375,-3,-6,6,4.625,18,10,5
2023,ApachePeak,80,429,934,20,238.66,15,-3,-7.0625,10,14,-7,4.625,18,10,5
2022,ApachePeak,80,429,935,20,265.61,3,20,4.9375,-3,-6,6,4.625,18,10,5
2023,ApachePeak,80,429,935,20,238.66,38,2,-7.0625,10,14,-7,4.625,18,10,5
2022,ApachePeak,80,429,936,20,265.61,3,22,4.9375,-3,-6,6,4.625,18,10,5
2023,ApachePeak,80,429,936,20,238.66,100,28,-7.0625,10,14,-7,4.625,18,10,5
2022,ApachePeak,80,429,937,20,265.61,2,25,4.9375,-3,-6,6,4.625,18,10,5
2023,ApachePeak,80,429,937,20,238.66,53,3,-7.0625,10,14,-7,4.625,18,10,5
2022,ApachePeak,80,429,938,20,265.61,0,0,4.9375,-3,-6,6,4.625,18,10,5
2023,ApachePeak,80,429,938,20,238.66,13,4,-7.0625,10,14,-7,4.625,18,10,5
2022,ApachePeak,80,429,939,20,265.61,15,26,4.9375,-3,-6,6,4.625,18,10,5
2023,ApachePeak,80,429,939,20,238.66,52,0,-7.0625,10,14,-7,4.625,18,10,5
2022,ApachePeak,80,429,940,20,265.61,14,14,4.9375,-3,-6,6,4.625,18,10,5
2023,ApachePeak,80,429,940,20,238.66,61,20,-7.0625,10,14,-7,4.625,18,10,5
2022,ApachePeak,80,429,941,20,265.61,4,15,4.9375,-3,-6,6,4.625,18,10,5
2023,ApachePeak,80,429,941,20,238.66,42,8,-7.0625,10,14,-7,4.625,18,10,5
2022,ApachePeak,80,429,942,20,265.61,23,36,4.9375,-3,-6,6,4.625,18,10,5
2023,ApachePeak,80,429,942,20,238.66,62,9,-7.0625,10,14,-7,4.625,18,10,5
